X1,X2,X3,X4,X5,X6,X7
-0.606199768,0.42677,1.831621761,-1.178378338,-2.300166818,-0.587445553,1.18876356
11.29974874,0.80819,-1.875115527,-0.245707497,-0.883549602,2.871143613,-0.876722169
16.84118958,0.65461,-0.758944843,1.00204456,-2.318953616,4.683064675,0.149649799
17.86294911,0.9,-2.278639439,1.438455686,-3.78510005,1.82303359,0.818609297
11.95174776,0.10293,1.286218394,3.317381172,-0.103811222,5.027599283,0.186287106
15.09472525,0.97774,-3.084394392,0.155826026,-5.13096476,-0.803271781,0.238295925
13.81055513,0.69167,0.35698659,0.457878831,-4.461561977,1.422355479,2.166176219
3.301562631,0.95795,-1.773926945,-2.75374056,-3.275283294,-2.813777261,0.459917583
2.696872067,0.58378,-0.355271422,-0.346939339,-0.703133326,-0.791536293,2.114545002
12.82747713,0.57791,-1.43109184,1.817724256,-0.264285229,3.546881825,-0.721259782
9.04051484,0.67915,0.316669687,0.084094852,-3.258747543,0.122762373,0.513950386
5.763149346,0.27448,0.300167103,0.9780669,0.249189507,3.262839833,1.158027118
1.566503061,0.03714,2.932097959,1.587054291,1.399157315,2.505531892,0.960227372
11.76906774,0.89722,-3.135938395,0.610736479,-1.449021671,0.823357,1.682308554
17.06517964,0.80088,-2.189784684,1.690911783,-1.967031546,3.396129594,0.130041263
18.28106551,0.89875,-1.963560269,0.547447408,-4.363908207,2.395001297,3.014655964
3.307247533,0.4043,1.015117107,0.341697746,-2.059912276,0.277152289,2.311347704
7.843535039,0.58252,-2.038730182,1.087894571,1.065471971,2.154000486,1.603887314
2.140358655,0.28706,0.5163293,-0.093097602,0.730560074,2.619040808,0.596235762
7.36342355,0.38654,1.505871995,0.375154296,-2.079831254,3.081208637,-2.561122545
2.941756867,0.87531,-2.322734306,-1.159981376,-5.52E-05,-0.991479379,-1.080483556
8.871591541,0.10633,1.924744895,1.615975011,-0.347547511,4.699301534,1.147255894
7.125519852,0.76202,-1.011052611,-0.280823089,-1.647484108,0.041365771,0.783823788
11.87958459,0.72978,0.195430255,-0.537048303,-3.534873506,1.944019865,0.291564566
-0.906462108,0.67094,-0.428466251,-1.72009593,0.301229593,-0.965088322,-1.175767196
11.2105776,0.50942,0.262185346,0.857557238,-2.188006563,2.40594414,0.710626085
1.625734959,0.46406,0.673270101,0.19213846,-1.396790234,-0.024392186,0.297709301
6.623230706,0.6338,-0.168585357,-0.827791125,-1.091761158,1.662918358,-0.459020223
-1.938560236,0.10794,1.661857775,0.329464693,2.257381401,1.82364516,-1.260334763
1.973016559,0.814,-0.969952556,-1.995771535,-0.840928222,-0.870768822,-0.399771755
9.572900403,0.81928,0.349973281,-1.016889147,-4.322563936,-0.074823923,-0.649640618
7.576425105,0.7411,-0.38880129,-0.389928089,-2.250687454,0.175666827,-0.077267991
6.65044815,0.90269,-1.20274541,-0.930489318,-2.998827455,-1.59671852,-1.17581299
15.0753461,0.97729,-4.741173908,-0.720414501,-1.127373215,3.46406774,-3.125117761
-0.328513316,0.07888,0.678321033,1.883266661,2.872129383,1.468338388,3.214744536
2.974511523,0.13203,2.922290317,-0.527227662,-0.714606133,3.128175712,-0.19094065
9.652331851,0.49862,-1.434467186,1.231975237,0.472700974,4.964413133,0.645486116
4.470581451,0.30973,0.790416733,0.386066208,-0.135234002,2.896252758,-0.891306435
6.476383128,0.24291,1.368946637,1.073238516,-0.935432055,2.912806034,-0.454029622
14.0272,0.8169,-1.773547417,0.877879727,-2.213126722,2.141950611,0.111152693
-0.421498874,0.16044,0.503603331,0.5991926,1.59121453,1.148605732,4.593148943
8.240808957,0.79906,-2.262829745,0.010891234,-0.468967041,0.958797035,1.680814961
5.267331492,0.36387,-0.170669738,1.138656208,0.067085215,2.437503213,0.962935558
3.754880333,0.88272,-0.069621698,-2.902015201,-3.31854928,-1.330021848,-0.558980944
10.73107995,0.94628,-3.867295009,0.271433878,-1.590961072,-0.187251319,1.692515604
10.87083706,0.94799,-3.117921256,-0.823362895,-1.67419632,1.244166417,-1.783446229
7.393941219,0.70844,-0.813558661,-0.402816231,-0.785675407,1.549599323,-1.701856444
3.481218722,0.80296,0.520562401,-1.964700016,-3.03709224,-1.47809388,-1.916019604
6.72458508,0.32661,0.895554369,0.561589485,-1.218748414,3.013839968,1.034521424
2.2067417,0.35373,-0.444216002,1.285397755,0.445294246,0.619860442,2.912390381
3.745771314,0.89148,-1.751710896,-1.286506222,-1.725756774,-2.006952876,0.67465855
4.935034068,0.22676,0.695050954,2.083302771,-0.437604969,1.170459478,1.954196132
15.60429993,0.81508,-0.947464363,-1.031566569,-2.570221168,4.917578208,-0.993467598
4.302772098,0.2224,1.547028726,1.208396696,-1.187634668,1.213143427,1.282746728
10.76290721,0.84871,-3.053113808,-0.742894545,0.28033493,3.461487886,1.287942155
11.15352243,0.59916,-0.160813793,0.065774988,-1.983822453,2.804879206,1.089633062
7.675350027,0.75427,-0.771588936,-0.879043827,-1.340310139,1.431273851,-0.978314109
17.23843093,0.84779,-1.898389006,0.960495937,-3.053452293,2.995893518,0.975077843
6.413652828,0.43646,0.115608859,0.485275437,-0.73221058,3.101867396,0.001140173
7.291642527,0.94029,-2.027868097,-2.297336716,-2.230867266,0.324050803,-1.209128963
10.79079355,0.84863,-3.199268104,0.227752857,-0.391364115,1.771521033,3.362256056
11.11045969,0.69354,-1.369408345,0.876513349,-1.28823852,1.87774337,1.181832252
-2.144881964,0.41324,-0.178126122,-1.037295554,1.070367867,0.86390474,2.336897575
12.94942275,0.9312,-2.684051124,-0.027120391,-2.553492061,1.129398858,-0.605259206
8.663024012,0.65812,-1.038544355,-0.03958461,-0.384524929,2.460110613,-0.734242313
21.20540539,0.93416,-3.093145802,1.916116087,-4.177546167,2.522111592,1.503319998
10.22880747,0.43821,0.335384369,1.182760255,-1.669479718,3.974466002,-0.766204106
10.35510241,0.74853,-1.97012222,-0.053352182,-0.710006568,2.359408635,2.77122662
-1.129226044,0.2081,2.143961006,-0.512080957,-0.646668794,0.257855063,1.377903095
14.07450868,0.31726,2.328231816,1.682946427,-4.283338989,4.078771074,-1.401167512
13.22814209,0.78524,-0.195638973,0.33048586,-4.044085448,1.09325246,-0.06411156
14.88279322,0.41662,-1.058656298,3.266682711,-0.814835108,5.150369195,0.383478332
6.221257937,0.73305,-1.835563771,0.545802796,-0.591269065,-0.5081582,2.536708826
5.099844568,0.04738,2.874788693,1.528661872,0.114341779,3.326675968,3.104441388
14.37419932,0.7589,-1.417586184,0.274738763,-1.295289045,4.281410966,-2.031531973
10.19274006,0.56395,-1.453731658,1.502648376,0.372739292,2.90757256,-0.996570815
1.245610305,0.10971,2.14954472,0.634878995,0.646039424,2.036930199,0.055272953
11.8711003,0.66323,-0.455902847,0.324953883,-1.665391611,3.065366501,-1.891276551
9.73208889,0.02602,3.4142964,3.766958025,-0.725394965,3.559499617,2.463358739
5.741139733,0.66038,1.38635002,-1.170942654,-3.465686096,-0.370832591,-1.710228901
14.28801365,0.74548,-4.971922239,2.236707684,2.969736892,5.141841751,2.482460383
-0.892117135,0.25789,-0.343440788,0.924460167,2.582207551,1.348499514,-0.536198049
5.148532546,0.10929,1.01731835,3.134641157,0.567812033,1.508420996,1.945734006
9.73619983,0.37678,0.542057214,1.325525435,-1.57659154,3.68982104,-0.07865873
9.341312671,0.97746,-2.672343408,-0.848975642,-4.963618538,-3.105373004,1.251691628
9.749435331,0.74077,-1.343441602,-0.128672753,-1.250706053,1.846981783,1.228690961
6.538329003,0.0701,3.182272276,0.934304648,-1.063848356,3.694363411,2.248852981
9.603643232,0.33595,-1.388761994,1.997095622,1.786799825,5.57141279,0.005116893
15.52068514,0.95985,-3.376852168,-0.918047641,-2.435586346,3.232121399,-1.07389599
8.529854288,0.65911,-1.755371196,1.717371608,-0.454485767,0.307080873,1.27154965
1.744270824,0.32322,0.239395781,0.544710156,0.652942154,1.607576209,-0.032824814
14.31463825,0.72884,-2.714964275,1.26042824,-0.016163296,4.075789386,1.711693268
8.547029321,0.26687,-1.332035663,3.387623055,1.740479853,3.575560273,0.774415594
15.57715706,0.58032,-1.3763799,1.67309498,-0.820164899,4.795629661,0.41028316
4.581891035,0.87802,-2.17742016,-1.51949128,-0.159077852,0.262375503,-1.688515618
6.572201733,0.42002,-0.098424022,0.704334927,-0.205631704,3.454795719,-0.583151167
9.702498523,0.15362,1.289662554,2.201281319,-0.737154016,3.972902567,1.566867968
7.662497508,0.96022,-1.946361477,-2.098091975,-3.033535926,-0.455851144,-3.41930507
11.65110621,0.8123,-0.709541679,-0.641212824,-3.045834736,1.699574927,0.457401086
1.9514767,0.27696,1.019681476,0.395968533,-0.178453708,1.344234986,0.394573867
5.853199407,0.84532,-0.747633922,-2.008089618,-2.174697407,0.145255875,-0.066378113
4.162694395,0.95675,-4.929081863,-1.41137226,1.327404959,-0.198144559,0.782208682
23.55932122,0.96418,-5.19733125,1.817797057,-1.797980498,5.495666614,-0.863045915
10.07346109,0.98628,-2.179669377,-3.446327471,-4.97968515,-0.017491205,-2.569615867
2.737577707,0.31255,0.809748798,0.731330182,-1.020681289,0.500745202,2.942462721
11.53380113,0.19099,0.734634485,2.999101549,-0.990531601,3.863733189,1.552089033
13.81547049,0.86238,-3.118436146,1.248742376,-1.200836547,1.900774097,1.598628682
10.6603946,0.71747,-0.426848131,-0.085294105,-2.665992687,1.403357974,1.33449074
4.059778393,0.9857,-4.016697125,-2.113598678,-2.358300189,-3.153646738,-0.121572603
10.35170362,0.75224,-1.240035458,-0.028441353,-1.467217081,1.936063529,0.274362344
3.051791543,0.45866,1.074678719,0.591482493,-2.33793193,-0.29806821,0.204154728
-4.572161602,0.42844,-1.318119172,-0.285639465,2.844242288,0.00340554,1.763992822
1.900425636,0.20988,1.72593329,-0.065940349,-0.00999539,2.247959355,-0.805731877
-1.775699052,0.34995,-0.169283793,0.237664408,1.538206075,0.445997594,0.027477351
8.517511409,0.82931,-1.089179711,-0.770568607,-1.800591239,0.991986955,-1.873562321
-2.225025049,0.95782,-3.148402791,-3.491807154,0.271380449,-2.478994309,-0.99870233
11.14429827,0.93573,-2.709755619,0.12189979,-2.620380085,-0.230543844,-0.405508322
7.366969595,0.87126,-0.553838363,-1.917072755,-3.197208895,-0.065406581,-0.035304862
-1.59561349,0.03566,2.896145144,0.32731715,2.399898913,2.716301939,1.349570402
5.619750872,0.89302,-2.224007787,-1.38123253,-1.043819395,-0.268667669,0.409777974
10.02656058,0.62834,0.174750089,0.162051957,-2.401561215,1.684828864,-0.613955741
12.87739442,0.18985,1.259128046,2.529935588,-1.778723229,4.549598058,1.623632426
3.424684924,0.54912,0.207503415,-0.313682948,-1.206939085,-0.492607761,1.100243161
-3.809199383,0.13145,1.732384498,0.273428466,1.129352132,-0.500266103,1.931264319
5.164490182,0.75312,1.224434431,-2.008099647,-3.809573402,-0.711737342,-1.442815925
7.085846985,0.43534,-1.267068323,2.428709638,0.655364617,2.539927359,-0.226756765
-3.119021792,0.09733,2.921127615,-1.632207192,1.145665881,2.284008498,0.260668804
11.253497,0.43114,0.314140449,1.06765443,-2.059527668,4.245274174,1.336349088
-1.361854106,0.38675,-0.7456659,0.485932595,1.690201062,0.34629471,1.344547532
9.610556759,0.81445,-1.70764242,0.20229302,-1.830068127,0.426562649,1.527207955
14.49631995,0.59317,-1.060227223,1.708169613,-1.42029706,3.570294843,0.568106259
-1.550635327,0.43367,1.632451663,-0.983094965,-1.668581458,-0.743531495,-0.512053861
17.80784372,0.7731,-3.313957575,1.802204835,0.190797063,5.56932593,0.124830582
7.544499919,0.46059,-1.337731474,1.581552046,0.157772831,2.976292655,3.222808027
5.663830437,0.91014,-1.630371919,-1.375433939,-2.618779549,-1.683845189,0.93037867
9.187107118,0.39741,-0.389378774,1.62163996,-0.752181962,3.457388206,2.032444146
16.73954616,0.90046,-1.820349044,0.88411091,-4.20105274,1.413473482,0.856775886
11.18861043,0.74328,-1.984443418,0.21107628,-0.665889603,2.709619667,1.993060582
14.14674355,0.95132,-3.438324057,-0.592825124,-2.350241675,2.125889048,1.114713709
-4.477338462,0.65854,0.275576835,-1.869815778,-0.694357042,-3.747141648,0.465134063
13.33664477,0.98805,-3.253904675,-2.729644616,-4.406996258,1.401857108,-1.430383552
21.44330634,0.75312,0.461955513,0.402238407,-5.379801949,5.169391203,-0.998704579
10.24976541,0.01915,3.546318035,3.570936115,-0.292408199,4.56909997,3.087846644
-2.562282755,0.96492,-2.74347356,-3.440070498,-0.94919736,-3.858582147,-0.575979697
7.179075796,0.84764,-1.866306131,-0.989977846,-0.703928227,1.061216985,-1.204743716
9.459636083,0.67578,0.185008535,0.279889254,-3.021314622,0.413057426,-0.026254389
3.271983189,0.26719,2.361045988,-0.543244143,-1.696397238,2.102367712,-1.031462938
-1.86306746,0.33207,1.561459766,-0.589954248,-0.749119415,-0.423270104,-0.15716596
15.99371547,0.8684,-2.254373229,0.09255102,-1.862349739,4.069862794,-1.060457489
-1.365599758,0.32293,1.123070412,0.235860862,-0.205732584,-0.497457992,-0.869430848
5.875201156,0.34256,0.483092682,1.652008848,-1.182557457,1.334087115,1.229675285
9.846305134,0.24514,-0.159553101,2.701956055,0.28657588,4.042722671,0.540682528
-0.52713983,0.66776,-0.702552016,-0.988701315,-0.091288351,-1.982603903,1.134868991
-0.115242123,0.80591,-0.897128399,-2.1144735,0.303586054,-0.703221428,-4.524758898
2.154802861,0.11617,3.023872107,0.564489567,-1.002606155,1.363352251,-0.130306746
8.854834321,0.27218,-0.157965433,1.929691749,0.776669398,4.696778658,-1.126588266
1.347083592,0.76766,-1.194732878,-3.005692306,0.776598076,1.407596037,-0.579565185
6.214266555,0.62135,-1.168131156,0.31583499,-0.724982124,0.211504235,3.86892486
11.49586408,0.23132,-0.690090171,3.674006791,0.126989454,3.686940539,3.361146852
-3.478284829,0.2234,1.254912611,-0.780497649,1.350949245,0.755258695,-0.248327035
5.603898596,0.33617,0.332484561,0.783850073,-0.079248607,3.074427477,-0.310821811
8.692266357,0.53631,-0.904451074,1.349014909,-0.827245166,1.133215062,2.470739613
6.186236655,0.14802,1.220304213,1.749592256,-0.147431059,2.764891006,2.480149562
2.813351699,0.9143,-1.07814919,-2.874407307,-2.181188307,-1.323999003,-1.329477137
11.53904049,0.72661,-1.592082932,0.046789066,-0.717249818,3.305694813,0.260775179
7.28361114,0.29258,-0.82010361,0.982214958,1.350186438,4.781361531,3.167253097
-6.931150158,0.12131,2.523687122,-1.141222594,1.253176073,-0.613451227,0.768551815
7.75418579,0.70954,-1.185578483,0.164133352,-0.854627178,0.961320737,0.047087688
6.650933267,0.49656,-1.599964223,1.109345788,0.983187659,3.652995334,1.309656894
9.031053863,0.01713,1.938153845,3.803000868,3.096988105,6.425280366,1.263924211
6.156517395,0.18417,1.889663394,1.111410915,-0.736763534,3.137085471,-1.508417075
9.910224195,0.83914,-1.603436242,-0.111924935,-1.88261222,0.854162497,-0.329501535
12.28658985,0.89827,-3.095797372,-0.716248844,-0.972754933,2.868211698,1.798552686
0.836923703,0.37549,0.406186479,-0.216272228,0.217404789,1.381007818,0.248340946
6.330876954,0.76285,-1.29340746,-0.3137162,-1.064029776,0.053788314,0.679946485
6.599480566,0.13236,1.493346354,1.683202403,-0.008847775,3.384628642,1.090494833
9.423610033,0.80078,0.190738801,-0.48721205,-4.061185994,-0.396469477,-0.456449446
18.17422427,0.83016,-1.096781993,1.3628342,-4.738533497,1.850895469,2.571762893
7.090017756,0.72552,-0.363828427,-0.327290162,-2.024653633,0.12391195,-0.401721893
-10.63941486,0.49816,0.056477057,-2.716146063,1.945423135,-1.757207222,0.248881498
15.27765776,0.8992,-2.706789763,1.175737119,-2.772893688,1.304336731,1.349908239
13.7288465,0.60272,-1.57741393,1.406028905,-0.20279083,4.388825002,-0.409140715
13.49291846,0.95038,-1.961642742,-0.613918974,-4.605756048,0.100860057,0.544347654
10.90088129,0.16309,-1.069938429,4.534502154,1.851771958,4.172605772,1.480251849
-0.975325392,0.23386,0.291400868,0.193874663,1.44463811,0.987590077,2.902245918
8.426575706,0.353,0.966948009,2.421916191,-2.669288289,0.900813641,0.91691582
10.07685652,0.52359,0.064300302,0.923159563,-1.815355098,1.901279848,0.305998896
12.71511588,0.94797,-2.474611201,-0.573026677,-3.229694063,0.821374515,-1.013603425
7.330344211,0.66705,-1.217580096,0.595485158,-0.908432545,0.329933134,1.8635631
0.394032851,0.37599,2.01560829,-1.385347705,-2.057262594,0.545491379,0.98624479
-4.930482209,0.11075,1.855872595,0.281746946,2.160856606,0.001414255,-1.191315446
0.822198462,0.15897,1.589567883,1.497519975,0.146857116,0.205674427,0.272745217
12.89265194,0.81698,-0.087131944,-0.333006643,-4.202380097,1.285277349,-0.660675353
8.082356001,0.9264,-1.947569201,-1.916110471,-2.100448356,0.693114529,-1.227302939
9.03008389,0.03237,2.363404525,2.484078388,1.185463477,5.786772127,2.587334209
6.918708168,0.78659,-1.108433604,-1.007707848,-1.278003588,0.852302612,0.072497542
5.562630157,0.71299,-1.046175548,-0.742210758,-0.691470706,0.632057009,1.065390362
15.65523209,0.79149,-2.357067842,1.925404032,-2.123955139,2.02998595,2.910949404
7.858162279,0.91827,-2.502379376,-1.108158099,-1.614274085,0.051773321,0.39155504
13.26680404,0.71759,-0.390190784,-1.458798285,-2.04387833,4.973009073,0.07122185
12.15195932,0.83784,-2.951612135,0.377157018,-0.542425831,2.507019336,2.032440794
8.878696536,0.93994,-3.229459103,-1.030137688,-1.193055359,0.639060171,-0.099382472
5.031913501,0.97094,-3.775921957,-1.835907135,-0.684245941,-0.799871716,-2.909087079
6.350870072,0.80983,-2.393848804,-0.603743569,0.183815253,0.943520091,1.195146484
3.700483001,0.29966,1.081854224,0.23616921,-1.183358686,1.505200892,2.917658588
10.31057964,0.31075,-0.339008763,2.746530836,-0.281207659,3.636607937,0.625731315
12.46083559,0.70304,-1.7583547,1.2106767,-0.478899533,3.099476409,-1.374112367
-1.451054373,0.14198,0.705768585,-0.127969564,2.566774462,2.341469457,2.174745052
1.193468597,0.22731,1.532892186,-0.365495789,0.713135701,2.800405084,-2.789681917
2.330572035,0.69307,-0.968350889,-2.226925851,0.800506924,1.686671266,-0.647347679
1.411745099,0.04712,3.377044201,1.260809011,0.332472493,1.811726296,0.477232704
7.467761206,0.98948,-1.984172764,-4.550319302,-4.91716539,-0.461136021,-3.684392241
-4.612598946,0.20181,1.835394716,-1.150430394,0.60787693,-0.158422517,1.432067049
-0.593363201,0.67339,-0.350058492,-1.485590989,0.009037017,-1.26031223,-1.225329032
9.37243574,0.04887,1.960437702,1.805603496,1.862270987,7.206567578,-0.764905607
3.240045594,0.68794,-0.604228504,-0.936034189,-0.394211464,0.020970664,-1.043220249
6.999587216,0.24835,-0.571418266,2.238953487,1.343543787,3.599186737,1.018794847
5.817763125,0.90368,-2.512471861,-1.564737933,-0.619352411,0.305820607,-0.236191332
15.13438766,0.9279,-2.905655992,0.498492649,-2.667561292,1.777045393,0.036726694
2.901917131,0.28369,0.539029148,1.162664583,-0.272477727,0.869598132,2.078246248
-5.767640218,0.54229,0.750353882,-2.746895415,0.266804396,-2.122958213,-0.048363082
-4.682484911,0.12388,0.4938175,0.012792354,4.027452903,1.681443255,-0.059234871
6.789515015,0.30188,1.344691078,0.564281788,-2.014199878,2.390006959,2.446518773
9.639694447,0.19859,1.569477329,1.895691265,-1.636700378,3.439136202,0.805182144
7.288323516,0.26725,1.461845987,0.994017383,-2.231150678,2.102519426,3.232083149
-0.143160229,0.70301,-0.909136871,-1.400334929,0.185698641,-1.277867033,0.501613641
-3.140728669,0.44398,0.257063843,-0.446743486,-0.571253879,-1.833992007,4.263255613
4.439814389,0.7788,-0.309230062,-1.878418834,-1.745811873,0.039823623,-0.456354276
0.841205873,0.21618,0.580634377,1.318746335,1.093760575,0.917566369,0.004578261
7.755339589,0.61978,0.277592966,-0.63356335,-1.388410543,2.193111462,-2.921629426
4.294730257,0.54924,-0.598467457,0.187592289,0.528874071,1.096179947,-2.171924631
3.333616669,0.08122,1.287602076,1.896680836,1.274217303,2.333734035,3.804174363
-15.17748684,0.24814,3.328567986,-3.89821025,0.049826346,-4.030288839,0.333123871
8.414814528,0.64811,-0.464685254,0.071856403,-1.832583865,0.936672929,1.814547392
10.30015402,0.89146,-1.957032758,-0.275040552,-2.552298068,0.168490153,0.866431524
4.989357466,0.65034,0.168318792,0.084914742,-1.828121933,-0.818328221,-1.773386841
10.23625542,0.67762,-0.877748797,0.291388245,-1.459369006,1.990973866,0.609285364
4.530250929,0.24235,1.419946731,1.575630494,-1.611907517,0.503890872,2.076766108
4.511116824,0.78985,-0.88221506,-1.537513706,-1.00656541,0.245840258,-0.886234543
1.216622032,0.10779,0.894645916,1.558257314,2.221841529,2.208786893,0.74727856
9.126835236,0.97723,-2.179774632,-2.657793988,-4.289546014,-0.581445547,-1.455893373
15.06617271,0.69476,-1.169820151,1.372119372,-1.712803717,3.586088697,-1.402759928
-4.010312192,0.81795,-1.287195135,-2.803989537,0.786099282,-2.288422262,-1.201847371
2.399491067,0.94926,-3.125623066,-2.556377336,-0.48512675,-1.239835329,0.242426672
13.10394859,0.77891,-1.535586473,1.214620366,-2.218079818,1.488905811,0.442087827
13.95849704,0.85472,-0.856163471,0.141521691,-4.267377768,0.908026921,1.1740745
11.04345338,0.32813,0.755709615,1.530876909,-2.137468476,3.754185726,2.174368888
2.716162843,0.75787,-2.072127067,-1.485639499,1.123585611,0.803122603,1.227055306
8.799431701,0.91193,-2.735734659,0.551693024,-1.8767646,-1.238567491,0.147618466
-0.374269441,0.26649,0.987010976,1.171757952,-0.707937133,-1.442369457,3.009093067
5.406049448,0.36681,0.387400093,1.076418938,-1.210946722,1.476325202,2.453146963
6.544577168,0.27584,0.415918718,2.328394162,-0.748661148,1.519926977,1.397357406
7.940901853,0.61343,-0.895532139,0.559930049,-0.772895899,1.233014864,0.953427627
8.2632011,0.88337,-1.045811031,-1.466505316,-3.144034711,-0.164718727,0.947324263
8.445749213,0.32952,1.225675682,1.295471158,-2.134557026,2.633332644,0.100358316
-2.215511888,0.46845,-1.157114148,-0.096567508,1.637239399,0.101352691,2.805686672
14.0387903,0.4508,-0.858571977,2.688986514,-0.849025756,5.259819296,-0.897569325
0.639889649,0.60079,-0.722824352,-1.075159388,0.561136758,-0.283900075,0.970460173
7.200604238,0.90994,-1.864193467,-1.149079871,-1.532854214,0.190148862,-3.474351493
2.876113607,0.74515,0.501891509,-1.436666495,-2.576404674,-1.685366514,-1.293788054
7.167466931,0.80115,-0.719375353,-1.147719323,-1.849200752,0.700726243,-1.082862538
14.28282472,0.36522,-1.47312827,2.93426645,1.050194316,6.85764993,-1.594214962
4.338689575,0.76584,-1.214292003,-2.025224214,0.023572096,1.572419949,-0.396480484
11.12357055,0.7992,-0.670206172,-0.589893635,-2.678364017,1.795619516,-0.544522868
1.541698598,0.1994,1.411789722,0.792999876,-0.211177647,0.82170096,1.542253571
11.11979073,0.88912,-3.055431753,0.094151558,-1.302711559,1.087586219,2.755718047
17.11541053,0.86396,-3.37257575,0.340426464,-0.634524938,5.249371378,1.378524587
11.43991164,0.8661,-1.13932329,-0.966684895,-2.413532848,2.210856616,-2.592667094
13.06501909,0.5023,0.637619623,1.418868771,-3.796211823,1.500454333,3.424415413
13.49089308,0.25967,0.424820253,2.547184085,-1.651657497,4.650258377,2.795918252
8.859399313,0.71038,-1.997633317,0.004728039,-0.233534106,1.97547077,3.374118445
8.115079992,0.9487,-2.698323941,-1.078402951,-2.30419704,-0.72453032,-0.482840272
10.66677831,0.55195,-0.700075153,1.426900374,-1.00091108,2.210899416,-0.072178932
6.109165717,0.60918,0.813807052,-0.620278235,-2.436965898,0.310066769,-1.073568085
11.98962102,0.94245,-2.751212221,-0.249870892,-2.631448486,0.587409684,-0.854655612
2.960492755,0.51003,-1.152880221,0.654720044,1.0564556,0.184466501,0.945517493
5.727261825,0.43866,0.154375105,0.599538275,-0.677551497,2.662327183,-0.606776324
6.801171127,0.36428,0.319757602,1.360421126,-0.755878162,2.588706526,-0.29300935
16.77444344,0.96945,-3.542008765,0.336107417,-4.063020311,0.987292647,1.281643126
8.866157433,0.57986,-2.465543398,0.423157343,2.201102378,4.407011885,0.836727419
11.89509358,0.68161,0.147772659,0.38716514,-3.58848972,1.165760823,1.275403416
2.018445795,0.27954,1.035211822,0.126198512,-0.094396801,1.730542998,0.318529715
5.921956091,0.01311,2.90226884,4.104177345,2.176373092,3.715509405,1.69428536
2.72480017,0.08701,1.222984363,1.434298961,1.566356934,2.662429582,3.443365119
11.44926968,0.94357,-2.978899896,-0.334197461,-2.140262273,0.736805522,-1.138740995
11.49689657,0.79346,-2.348563495,0.357403484,-0.345950408,2.810588641,-0.116608259
5.337884713,0.91553,-3.274079286,-1.325399661,0.027504268,0.035159399,0.86161589
9.109100461,0.98329,-3.398609709,-1.788093773,-3.733367332,-1.454045191,0.120583104
